id,idChampionship,name,generalName,idRound,round,idStadium,stadium_country,stadium,attendance,idTeamHome,teamHome,teamHomeSize,scoreTeamHome,penaltiesScoreTeamHome,idTeamAway,teamAway,teamAwaySize,scoreTeamAway,penaltiesScoreTeamAway,hasPenalties,gameDate,gameCanceled,createddate,source,resultado,resultadoPenalties,golsInter,golsAdversario
8907,1912_CIT,Campeonato Citadino de Porto Alegre 1912,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,6,,1,Internacional,X,0,,,1912-06-23,0,2025-08-12,Perin-Grenais,Derrota,,0,6
8908,1912_CIT,Campeonato Citadino de Porto Alegre 1912,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,1,,,1912-09-15,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8909,1913_CIT,Campeonato Citadino de Porto Alegre 1913,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,2,,,1913-07-08,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8910,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,4,,,1915-10-31,0,2025-08-12,Perin-Grenais,Vitória,,4,1
8911,1916_CIT,Campeonato Citadino de Porto Alegre 1916,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,6,,7,Grêmio,X,1,,,1916-07-30,0,2025-08-12,Perin-Grenais,Vitória,,6,1
8912,1916_CIT,Campeonato Citadino de Porto Alegre 1916,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,3,,,1916-10-29,0,2025-08-12,Perin-Grenais,Vitória,,3,2
8913,1918_CIT,Campeonato Citadino de Porto Alegre 1918,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,5,,7,Grêmio,X,3,,,1918-05-19,0,2025-08-12,Perin-Grenais,Vitória,,5,3
8914,1918_CIT,Campeonato Citadino de Porto Alegre 1918,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,0,,,1918-08-04,0,2025-08-12,Perin-Grenais,Derrota,,0,1
8915,1919_CIT,Campeonato Citadino de Porto Alegre 1919,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,2,,7,Grêmio,X,0,,,1919-07-20,0,2025-08-12,Perin-Grenais,Vitória,,2,0
8916,1919_CIT,Campeonato Citadino de Porto Alegre 1919,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,3,,1,Internacional,X,2,,,1919-09-14,0,2025-08-12,Perin-Grenais,Derrota,,2,3
8917,1920_CIT,Campeonato Citadino de Porto Alegre 1920,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,4,,,1920-05-02,0,2025-08-12,Perin-Grenais,Derrota,,1,4
8918,1920_CIT,Campeonato Citadino de Porto Alegre 1920,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,1,,,1920-08-22,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8919,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,3,,1,Internacional,X,2,,,1923-09-23,0,2025-08-12,Perin-Grenais,Derrota,,2,3
8920,AMISTOSO,Amistoso,Amistoso,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,0,,7,Grêmio,X,1,,,1923-11-01,0,2025-08-12,Perin-Grenais,Derrota,,0,1
8921,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,4,,1,Internacional,X,3,,,1924-04-27,0,2025-08-12,Perin-Grenais,Derrota,,3,4
8922,AMISTOSO,Amistoso,Amistoso,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,2,,7,Grêmio,X,1,,,1924-11-12,0,2025-08-12,Perin-Grenais,Vitória,,2,1
8923,1925_CIT,Campeonato Citadino de Porto Alegre 1925,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,3,,1,Internacional,X,3,,,1925-05-24,0,2025-08-12,Perin-Grenais,Derrota,,3,3
8924,1925_CIT,Campeonato Citadino de Porto Alegre 1925,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,7,Grêmio,X,2,,1,Internacional,X,2,,,1925-10-11,0,2025-08-12,Perin-Grenais,Derrota,,2,2
8925,1926_CIT,Campeonato Citadino de Porto Alegre 1926,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,4,,,1926-06-27,0,2025-08-12,Perin-Grenais,Derrota,,1,4
8926,1926_CIT,Campeonato Citadino de Porto Alegre 1926,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,4,,1,Internacional,X,3,,,1926-11-14,0,2025-08-12,Perin-Grenais,Derrota,,3,4
8927,1927_CIT,Campeonato Citadino de Porto Alegre 1927,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,2,,,1927-05-08,0,2025-08-12,Perin-Grenais,Vitória,,3,2
8928,1927_CIT,Campeonato Citadino de Porto Alegre 1927,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,3,,,1927-06-12,0,2025-08-12,Perin-Grenais,Vitória,,3,1
8929,1928_CIT,Campeonato Citadino de Porto Alegre 1928,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,2,,7,Grêmio,X,3,,,1928-06-10,0,2025-08-12,Perin-Grenais,Derrota,,2,3
8930,1928_CIT,Campeonato Citadino de Porto Alegre 1928,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,2,,,1928-08-26,0,2025-08-12,Perin-Grenais,Derrota,,2,2
8931,AMISTOSO,Amistoso,Amistoso,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,0,,7,Grêmio,X,2,,,1928-11-19,0,2025-08-12,Perin-Grenais,Derrota,,0,2
8932,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,1,,,1929-05-26,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8933,1929_CIT,Campeonato Citadino de Porto Alegre 1929,Citadino,,,188,BR,Estádio da Chácara dos Eucaliptos,,1,Internacional,X,4,,7,Grêmio,X,2,,,1929-07-14,0,2025-08-12,Perin-Grenais,Vitória,,4,2
8934,1929_CIT,Campeonato Citadino de Porto Alegre 1929,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,1,,,1929-11-10,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8935,1930_CIT,Campeonato Citadino de Porto Alegre 1930,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,3,,1,Internacional,X,1,,,1930-05-04,0,2025-08-12,Perin-Grenais,Derrota,,1,3
8936,1930_CIT,Campeonato Citadino de Porto Alegre 1930,Citadino,,,189,BR,Estádio da Chácara das Camélias,,7,Grêmio,X,1,,1,Internacional,X,1,,,1930-09-14,0,2025-08-12,Perin-Grenais,Derrota,,1,1
8937,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,0,,,1931-03-15,0,2025-08-12,Perin-Grenais,Vitória,,3,0
8938,1931_CIT,Campeonato Citadino de Porto Alegre 1931,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,0,,,1931-04-26,0,2025-08-12,Perin-Grenais,Vitória,,1,0
8939,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,0,,,1931-07-28,0,2025-08-12,Perin-Grenais,Derrota,,0,2
8940,1931_CIT,Campeonato Citadino de Porto Alegre 1931,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,1,,,1931-10-18,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8941,1932_CIT,Campeonato Citadino de Porto Alegre 1932,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,0,,,1932-07-10,0,2025-08-12,Perin-Grenais,Derrota,,0,2
8942,1932_CIT,Campeonato Citadino de Porto Alegre 1932,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,0,,7,Grêmio,X,1,,,1932-10-30,0,2025-08-12,Perin-Grenais,Derrota,,0,1
8943,1933_CIT,Campeonato Citadino de Porto Alegre 1933,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,5,,1,Internacional,X,3,,,1933-04-09,0,2025-08-12,Perin-Grenais,Derrota,,3,5
8944,1933_CIT,Campeonato Citadino de Porto Alegre 1933,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,3,,1,Internacional,X,2,,,1933-08-13,0,2025-08-12,Perin-Grenais,Derrota,,2,3
8945,1934_CIT,Campeonato Citadino de Porto Alegre 1934,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,4,,7,Grêmio,X,3,,,1934-06-24,0,2025-08-12,Perin-Grenais,Vitória,,4,3
8946,1934_CIT,Campeonato Citadino de Porto Alegre 1934,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,2,,,1934-10-21,0,2025-08-12,Perin-Grenais,Vitória,,2,1
8947,1935_CIT,Campeonato Citadino de Porto Alegre 1935,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,1,,,1935-07-28,0,2025-08-12,Perin-Grenais,Empate,,1,1
8948,1935_CIT,Campeonato Citadino de Porto Alegre 1935,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,0,,,1935-09-22,0,2025-08-12,Perin-Grenais,Derrota,,0,2
8949,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,1,,1,Internacional,X,1,,,1936-03-15,0,2025-08-12,Perin-Grenais,Derrota,,1,1
8950,1936_CIT,Campeonato Citadino de Porto Alegre 1936,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,2,,,1936-08-30,0,2025-08-12,Perin-Grenais,Vitória,,3,2
8951,1936_CIT,Campeonato Citadino de Porto Alegre 1936,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,0,,1,Internacional,X,2,,,1936-11-01,0,2025-08-12,Perin-Grenais,Vitória,,2,0
8952,1937_CIT,Campeonato Citadino de Porto Alegre 1937,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,1,,,1937-10-31,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8953,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,2,,1,Internacional,X,0,,,1937-11-21,0,2025-08-12,Perin-Grenais,Derrota,,0,2
8954,1937_CIT,Campeonato Citadino de Porto Alegre 1937,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,4,,,1937-12-12,0,2025-08-12,Perin-Grenais,Derrota,,3,4
8955,1938_CIT,Campeonato Citadino de Porto Alegre 1938,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,3,,,1938-05-08,0,2025-08-12,Perin-Grenais,Derrota,,1,3
8956,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,4,,1,Internacional,X,4,,,1938-06-06,0,2025-08-12,Perin-Grenais,Derrota,,4,4
8957,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,4,,,1938-10-02,0,2025-08-12,Perin-Grenais,Derrota,,3,4
8958,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,0,,1,Internacional,X,6,,,1938-11-01,0,2025-08-12,Perin-Grenais,Vitória,,6,0
8959,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,1,,,1939-04-02,0,2025-08-12,Perin-Grenais,Derrota,,1,1
8960,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,2,,1,Internacional,X,3,,,1939-05-28,0,2025-08-12,Perin-Grenais,Vitória,,3,2
8961,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,3,,1,Internacional,X,3,,,1939-07-20,0,2025-08-12,Perin-Grenais,Derrota,,3,3
8962,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,5,,7,Grêmio,X,2,,,1939-08-13,0,2025-08-12,Perin-Grenais,Vitória,,5,2
8963,1939_CIT,Campeonato Citadino de Porto Alegre 1939,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,7,Grêmio,X,3,,,1939-10-08,0,2025-08-12,Perin-Grenais,Derrota,,2,3
8964,1939_CIT,Campeonato Citadino de Porto Alegre 1939,Citadino,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,1,,1,Internacional,X,2,,,1939-10-17,0,2025-08-12,Perin-Grenais,Vitória,,2,1
8965,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,6,,,1940-01-04,0,2025-08-12,Perin-Grenais,Vitória,,6,1
8966,1940_CIT,Campeonato Citadino de Porto Alegre 1940,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,7,Grêmio,X,4,,,1940-02-13,0,2025-08-12,Perin-Grenais,Derrota,,2,4
8967,1940_CIT,Campeonato Citadino de Porto Alegre 1940,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,3,,,1940-04-28,0,2025-08-12,Perin-Grenais,Vitória,,3,2
8968,1940_CIT,Campeonato Citadino de Porto Alegre 1940,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,7,Grêmio,X,5,,,1940-07-07,0,2025-08-12,Perin-Grenais,Derrota,,2,5
8969,1940_CIT,Campeonato Citadino de Porto Alegre 1940,Citadino,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,3,,1,Internacional,X,4,,,1940-10-29,0,2025-08-12,Perin-Grenais,Vitória,,4,3
8970,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,2,,1,Internacional,X,2,,,1941-05-18,0,2025-08-12,Perin-Grenais,Derrota,,2,2
8971,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,2,,1,Internacional,X,3,,,1941-05-25,0,2025-08-12,Perin-Grenais,Vitória,,3,2
8972,1941_CIT,Campeonato Citadino de Porto Alegre 1941,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,0,,,1941-08-17,0,2025-08-12,Perin-Grenais,Vitória,,3,0
8973,1941_CIT,Campeonato Citadino de Porto Alegre 1941,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,1,,,1941-10-19,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8974,1942_CIT,Campeonato Citadino de Porto Alegre 1942,Citadino,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,1,,1,Internacional,X,1,,,1942-01-11,0,2025-08-12,Perin-Grenais,Derrota,,1,1
8975,1942_CIT,Campeonato Citadino de Porto Alegre 1942,Citadino,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,1,,1,Internacional,X,1,,,1942-04-19,0,2025-08-12,Perin-Grenais,Derrota,,1,1
8976,1942_CIT,Campeonato Citadino de Porto Alegre 1942,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,2,,1,Internacional,X,4,,,1942-07-12,0,2025-08-12,Perin-Grenais,Vitória,,4,2
8977,1942_CIT,Campeonato Citadino de Porto Alegre 1942,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,4,,7,Grêmio,X,2,,,1942-08-30,0,2025-08-12,Perin-Grenais,Vitória,,4,2
8978,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,5,,,1943-02-28,0,2025-08-12,Perin-Grenais,Vitória,,5,1
8979,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,5,,7,Grêmio,X,1,,,1943-03-11,0,2025-08-12,Perin-Grenais,Vitória,,5,1
8980,1943_CIT,Campeonato Citadino de Porto Alegre 1943,Citadino,,,54,BR,Estádio Francisco Novelletto Neto,,7,Grêmio,X,3,,1,Internacional,X,3,,,1943-06-06,0,2025-08-12,Perin-Grenais,Derrota,,3,3
8981,1943_CIT,Campeonato Citadino de Porto Alegre 1943,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,0,,,1943-07-11,0,2025-08-12,Perin-Grenais,Vitória,,3,0
8982,1943_CIT,Campeonato Citadino de Porto Alegre 1943,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,0,,1,Internacional,X,1,,,1943-09-19,0,2025-08-12,Perin-Grenais,Vitória,,1,0
8983,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,2,,,1944-02-13,0,2025-08-12,Perin-Grenais,Vitória,,3,2
8984,1944_CIT,Campeonato Citadino de Porto Alegre 1944,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,4,,7,Grêmio,X,2,,,1944-04-30,0,2025-08-12,Perin-Grenais,Vitória,,4,2
8985,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,3,,1,Internacional,X,7,,,1944-05-28,0,2025-08-12,Perin-Grenais,Vitória,,7,3
8986,1944_CIT,Campeonato Citadino de Porto Alegre 1944,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,4,,1,Internacional,X,3,,,1944-08-13,0,2025-08-12,Perin-Grenais,Derrota,,3,4
8987,1944_CIT,Campeonato Citadino de Porto Alegre 1944,Citadino,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,1,,1,Internacional,X,2,,,1944-10-08,0,2025-08-12,Perin-Grenais,Vitória,,2,1
8988,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,0,,1,Internacional,X,2,,,1945-02-09,0,2025-08-12,Perin-Grenais,Vitória,,2,0
8989,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,1,,1,Internacional,X,1,,,1945-02-23,0,2025-08-12,Perin-Grenais,Derrota,,1,1
8990,1945_CIT,Campeonato Citadino de Porto Alegre 1945,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,2,,,1945-04-08,0,2025-08-12,Perin-Grenais,Vitória,,3,2
8991,1945_CIT,Campeonato Citadino de Porto Alegre 1945,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,4,,,1945-06-24,0,2025-08-12,Perin-Grenais,Vitória,,4,1
8992,1945_CIT,Campeonato Citadino de Porto Alegre 1945,Citadino,,,54,BR,Estádio Francisco Novelletto Neto,,1,Internacional,X,4,,7,Grêmio,X,2,,,1945-09-30,0,2025-08-12,Perin-Grenais,Vitória,,4,2
8993,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,0,,1,Internacional,X,1,,,1946-05-05,0,2025-08-12,Perin-Grenais,Vitória,,1,0
8994,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,4,,1,Internacional,X,3,,,1946-06-23,0,2025-08-12,Perin-Grenais,Derrota,,3,4
8995,1946_CIT,Campeonato Citadino de Porto Alegre 1946,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,0,,1,Internacional,X,1,,,1946-07-14,0,2025-08-12,Perin-Grenais,Vitória,,1,0
8996,1946_CIT,Campeonato Citadino de Porto Alegre 1946,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,2,,,1946-09-15,0,2025-08-12,Perin-Grenais,Derrota,,1,2
8997,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,0,,1,Internacional,X,4,,,1947-05-03,0,2025-08-12,Perin-Grenais,Vitória,,4,0
8998,1947_CIT,Campeonato Citadino de Porto Alegre 1947,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,0,,,1947-07-20,0,2025-08-12,Perin-Grenais,Vitória,,3,0
8999,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,1,,1,Internacional,X,2,,,1947-08-10,0,2025-08-12,Perin-Grenais,Vitória,,2,1
9000,1947_CIT,Campeonato Citadino de Porto Alegre 1947,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,2,,,1947-10-05,0,2025-08-12,Perin-Grenais,Vitória,,2,1
9001,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,0,,1,Internacional,X,3,,,1947-10-26,0,2025-08-12,Perin-Grenais,Vitória,,3,0
9002,1947_CIT,Campeonato Citadino de Porto Alegre 1947,Citadino,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,2,,1,Internacional,X,2,,,1947-11-23,0,2025-08-12,Perin-Grenais,Derrota,,2,2
9003,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,1,Internacional,X,0,,7,Grêmio,X,0,,,1948-05-30,0,2025-08-12,Perin-Grenais,Empate,,0,0
9004,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,1,,1,Internacional,X,1,,,1948-06-20,0,2025-08-12,Perin-Grenais,Derrota,,1,1
9005,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,2,,1,Internacional,X,6,,,1948-07-18,0,2025-08-12,Perin-Grenais,Vitória,,6,2
9006,1948_CIT,Campeonato Citadino de Porto Alegre 1948,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,7,Grêmio,X,2,,,1948-08-22,0,2025-08-12,Perin-Grenais,Vitória,,3,2
9007,1948_CIT,Campeonato Citadino de Porto Alegre 1948,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,0,,1,Internacional,X,7,,,1948-09-17,0,2025-08-12,Perin-Grenais,Vitória,,7,0
9008,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,2,,7,Grêmio,X,0,,,1948-12-14,0,2025-08-12,Perin-Grenais,Vitória,,2,0
9009,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,2,,1,Internacional,X,2,,,1949-05-01,0,2025-08-12,Perin-Grenais,Derrota,,2,2
9010,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,2,,1,Internacional,X,4,,,1949-05-29,0,2025-08-12,Perin-Grenais,Vitória,,4,2
9011,1949_CIT,Campeonato Citadino de Porto Alegre 1949,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,1,,,1949-08-28,0,2025-08-12,Perin-Grenais,Derrota,,1,1
9012,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,0,,1,Internacional,X,2,,,1949-09-07,0,2025-08-12,Perin-Grenais,Vitória,,2,0
9013,1949_CIT,Campeonato Citadino de Porto Alegre 1949,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,0,,7,Grêmio,X,1,,,1949-10-30,0,2025-08-12,Perin-Grenais,Derrota,,0,1
9014,AMISTOSO,Amistoso,Amistoso,,,193,BR,Estádio Tiradentes,,7,Grêmio,X,0,,1,Internacional,X,2,,,1950-03-14,0,2025-08-12,Perin-Grenais,Vitória,,2,0
9015,AMISTOSO,Amistoso,Amistoso,,,193,BR,Estádio Tiradentes,,7,Grêmio,X,3,,1,Internacional,X,0,,,1950-03-23,0,2025-08-12,Perin-Grenais,Derrota,,0,3
9016,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,7,Grêmio,X,1,,1,Internacional,X,1,,,1950-04-01,0,2025-08-12,Perin-Grenais,Derrota,,1,1
9017,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,0,,7,Grêmio,X,1,,,1950-06-25,0,2025-08-12,Perin-Grenais,Derrota,,0,1
9018,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,0,,1,Internacional,X,1,,,1950-08-27,0,2025-08-12,Perin-Grenais,Vitória,,1,0
9019,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,0,,7,Grêmio,X,0,,,1950-10-28,0,2025-08-12,Perin-Grenais,Empate,,0,0
9020,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,0,,1,Internacional,X,0,,,1950-12-24,0,2025-08-12,Perin-Grenais,Derrota,,0,0
9021,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,314,BR,Estádio da Montanha,,7,Grêmio,X,3,,1,Internacional,X,4,,,1950-12-27,0,2025-08-12,Perin-Grenais,Vitória,,4,3
9022,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,314,BR,Estádio da Montanha,,7,Grêmio,X,0,,1,Internacional,X,1,,,1950-12-30,0,2025-08-12,Perin-Grenais,Vitória,,1,0
9023,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,0,,1,Internacional,X,3,,,1951-01-03,0,2025-08-12,Perin-Grenais,Vitória,,3,0
9024,AMISTOSO,Amistoso,Amistoso,,,191,BR,Estádio da Baixada,,7,Grêmio,X,0,,1,Internacional,X,0,,,1951-05-27,0,2025-08-12,Perin-Grenais,Derrota,,0,0
9025,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,2,,,1951-06-20,0,2025-08-12,Perin-Grenais,Derrota,,1,2
9026,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,191,BR,Estádio da Baixada,,7,Grêmio,X,1,,1,Internacional,X,1,,,1951-08-26,0,2025-08-12,Perin-Grenais,Derrota,,1,1
9027,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,7,Grêmio,X,2,,,1951-12-02,0,2025-08-12,Perin-Grenais,Empate,,2,2
9028,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,1,,7,Grêmio,X,1,,,1951-12-08,0,2025-08-12,Perin-Grenais,Empate,,1,1
9029,AMISTOSO,Amistoso,Amistoso,,,314,BR,Estádio da Montanha,,7,Grêmio,X,2,,1,Internacional,X,1,,,1952-07-13,0,2025-08-12,Perin-Grenais,Derrota,,1,2
9030,AMISTOSO,Amistoso,Amistoso,,,193,BR,Estádio Tiradentes,,7,Grêmio,X,1,,1,Internacional,X,1,,,1952-08-17,0,2025-08-12,Perin-Grenais,Derrota,,1,1
