#,Data,PenaltisMandante,Mandante,GolsMandante,GolsVisitante,Visitante,PenaltisVisitante,Competicao,Estadio,Cidade,Arbitro,ArbitroLocal,Gol1,Gol2,Gol3,Gol4,Gol5,Gol6,Gol7,Gol8,Gol9,Gol10,Gol11,Tecnico Gremio,Tecnico Inter
224,28/07/1976,,Grêmio,2,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
225,09/08/1976,,Internacional,1,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
226,18/08/1976,,Grêmio,1,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
227,22/08/1976,,Internacional,2,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
228,07/09/1976,,Internacional,3,1,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
229,17/04/1977,,Grêmio,3,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
230,08/05/1977,,Internacional,1,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
231,29/05/1977,,Grêmio,0,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
232,01/06/1977,,Internacional,0,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
233,14/08/1977,,Grêmio,2,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
234,18/09/1977,,Internacional,0,2,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
235,25/09/1977,,Grêmio,1,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
236,06/11/1977,,Internacional,0,4,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
237,23/04/1978,,Internacional,2,3,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
238,20/08/1978,,Grêmio,2,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
239,07/09/1978,,Internacional,1,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
240,10/09/1978,,Grêmio,2,2,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
241,13/09/1978,,Internacional,1,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
242,05/11/1978,,Grêmio,1,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
243,08/11/1978,,Internacional,2,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
244,26/11/1978,,Grêmio,0,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
245,13/12/1978,,Internacional,2,2,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
246,17/12/1978,,Grêmio,1,2,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
247,13/05/1979,,Internacional,0,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
248,22/07/1979,,Grêmio,1,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
249,26/08/1979,,Internacional,1,2,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
250,20/09/1979,,Grêmio,1,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
251,07/10/1979,,Internacional,1,0,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
252,24/08/1980,,Grêmio,2,2,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
253,19/10/1980,,Internacional,1,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
254,05/11/1980,,Grêmio,0,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
255,23/11/1980,,Internacional,0,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
256,26/07/1981,,Grêmio,0,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
257,07/10/1981,,Internacional,0,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
258,04/11/1981,,Internacional,2,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
259,29/11/1981,,Grêmio,1,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
260,03/08/1982,,Internacional,0,2,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
261,10/10/1982,,Grêmio,2,2,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
262,07/11/1982,,Internacional,3,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
263,28/11/1982,,Grêmio,0,2,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
264,30/07/1983,,Grêmio,0,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
265,02/10/1983,,Internacional,1,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
266,02/11/1983,,Grêmio,0,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
267,27/11/1983,,Internacional,2,2,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
268,26/01/1984,,Grêmio,4,2,Internacional,,Amistoso,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
269,23/09/1984,,Grêmio,0,2,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
270,08/11/1984,,Internacional,2,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
271,25/11/1984,,Internacional,2,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
272,13/12/1984,,Grêmio,1,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
273,10/02/1985,,Grêmio,2,0,Internacional,,Campeonato Brasileiro,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
274,24/03/1985,,Internacional,0,1,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
275,20/10/1985,,Internacional,2,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
276,08/12/1985,,Grêmio,2,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
277,23/03/1986,,Internacional,0,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
278,11/05/1986,,Grêmio,1,3,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
279,09/07/1986,,Internacional,2,2,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
280,20/07/1986,,Grêmio,1,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
281,18/03/1987,,Internacional,2,2,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
282,29/03/1987,,Grêmio,2,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
283,05/04/1987,,Internacional,0,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
284,10/05/1987,,Grêmio,0,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
285,31/05/1987,,Internacional,1,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
286,14/06/1987,,Grêmio,3,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
287,16/06/1987,,Grêmio,0,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
288,28/06/1987,,Internacional,0,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
289,19/07/1987,,Grêmio,3,2,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
290,12/10/1987,,Internacional,0,1,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
291,12/03/1988,,Grêmio,1,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
292,26/04/1988,,Grêmio,3,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
293,22/05/1988,,Internacional,0,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
294,19/06/1988,,Grêmio,3,3,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
295,04/09/1988,,Grêmio,1,0,Internacional,,Campeonato Brasileiro,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
296,09/02/1989,,Grêmio,0,0,Internacional,,Campeonato Brasileiro,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
297,12/02/1989,,Internacional,2,1,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
298,19/03/1989,4,Internacional,1,1,Grêmio,3,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
299,28/05/1989,,Internacional,1,3,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
300,18/06/1989,4,Grêmio,0,0,Internacional,3,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
301,29/11/1989,,Internacional,2,0,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
302,22/03/1990,,Grêmio,0,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
303,03/06/1990,,Internacional,1,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
304,15/07/1990,,Internacional,0,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
305,29/07/1990,,Grêmio,4,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
306,26/08/1990,,Internacional,0,1,Grêmio,,Campeonato Brasileiro,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
307,18/02/1991,,Grêmio,0,0,Internacional,,Campeonato Brasileiro,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
308,22/09/1991,,Grêmio,2,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
309,01/12/1991,,Grêmio,0,1,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
310,08/12/1991,,Internacional,0,2,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
311,15/12/1991,,Internacional,0,0,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
312,14/06/1992,,Grêmio,2,0,Internacional,,Amistoso,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
313,18/06/1992,,Internacional,0,0,Grêmio,,Amistoso,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
314,21/06/1992,,Grêmio,0,0,Internacional,,Amistoso,Colosso da Lagoa,Erechim,,,,,,,,,,,,,,,
315,13/09/1992,,Internacional,1,1,Grêmio,,Gauchão,Beira-Rio,Porto Alegre,,,,,,,,,,,,,,,
316,06/11/1992,,Grêmio,1,1,Internacional,,Copa do Brasil,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
